,id,HotelName,sponsor,event,venue,City&Country,measurements,occasion,notes,call_number,keywords,language,date,place,place_type,currency,currency_symbol,status,page_count,dish_count
14600,32205,"S.S. ""Frederik VIII""","S.S. ""Frederik VIII""",,,,18x11cm folded; 18x22cm open,,menu also printed in Swedish,1916-0120_wotm,,,1916-08-01,"S.S. ""Frederik VIII""",,,,complete,4,68
2902,17445,,,,,,,,,,,,1900-02-21,Usms New York,,Dollars,$,complete,2,97
13725,31315,,The Ambassador,,,,33x23cm,,,1933-0098_wotm,,,1933-04-12,The Ambassador,,Dollars,$,complete,2,216
3000,17756,,,,,,,,,,,,1900-07-13,?,,,,complete,2,8
15316,32930,Hotel Manhattan,Hotel Manhattan,,,,28x18cm folded; 28x36cm open,,,1917-0670_wotm,,,1917-11-25,Hotel Manhattan,,Dollars,$,complete,4,173
8719,26105,,SOUTHERN RAILWAY INSPECTION TRIP,"INSPECTION TRIP, DINNER",COMMERCIAL,EN ROUTE WASHINGTON-ATLANTA,CARD/5.5 X 6.5;,,,1905-844,,,1905-11-13,Southern Railway Inspection Trip,,,,complete,2,25
11949,29471,,S.S. America,,,,28x21.5cm folded; 28x43cm open,,,1953-0068_wotm,,,1953-12-30,S.S. America,,,,complete,4,80
919,13695,,BOSTON OYSTER HOUSE,MENU,COMMERCIAL,"BOSTON, MA",FOLDER; ILLUS; 6.25X9.5;,,A LA CARTE MENU; INCLUDES PRICED WINE LIST; [DATE INFO SUPPLIED BY FEB];I,1900-3443,,,1900-05-01,Boston Oyster House,,Dollars,$,complete,2,133
16248,33900,Little Roma Restaurant,Little Roma Restaurant,,,,35.5x18.5cm,,,1914-0601_wotm,,,1914-06-09,Little Roma Restaurant,,Dollars,$,complete,1,221
10393,27878,,Weiβes Bräuhaus,,,,30x21cm folded; 30x42cm open,,,1971-0008_wotm,,,1971-04-04,Weiβes Bräuhaus,,Deutsche Marks,DM,complete,5,225
1459,14511,,NORDDEUTSCHER LLOYD BREMEN,DINNER,COMMERCIAL,"DAMPFER ""KRONPRINZ WILHLEM""",FOLDER; ILLUS; COL; 5.5X8;,,"GERMAN & ENGLISH; CONCERT-PROGRAMME; SKETCH OF SHIPS AT SEA, ROCKY COASTLINE;",1901-2464,,,1901-10-06,Norddeutscher Lloyd Bremen,,,,complete,4,32
17523,35498,Hazeltine's,Hazeltine's,,,,,,2 images,1913-0729_wotm,,,1913-09-23,Hazeltine's,,Dollars,$,complete,4,517
16732,34408,Hotel St. Regis,Hotel St. Regis,,,,15.5x10.5cm,,,1913-0031_wotm,,,1913-01-11,Hotel St. Regis,,,,complete,2,17
6775,23675,,ST. CHARLES HOTEL,BREAKFAST,COMMERCIAL,"MILWAUKEE,WI",CARD;ILLUS;COL;3.75X8;,DAILY;,,1901-063,,,1901-01-08,St. Charles Hotel,,,,complete,2,39
3202,19161,,,,,,,,,,,,1900-10-04,Nippon Yusen Kaisha,,,,complete,2,16
13660,31247,,Hotel Astor,,,,34.5x23cm,,,1933-0027_wotm,,,1933-02-05,Hotel Astor,,Dollars,$,complete,2,188
5506,22104,,TAMPA BAY HOTEL,LUNCHEON,COMMERCIAL,"TAMPA, FL",CARD; COL; 4.5 X 7;,,GREEN STOCK; LOGO;,1901-695,,,1901-03-18,Tampa Bay Hotel,,,,complete,2,44
711,13401,,PRINCESS ANNE,DINNER,COMMERCIAL,VIRGINIA BEACH VA,CARD; COL; 4.25 X 6.25;,,GREEN PAPER; LOGO;,1900-3962,,,1900-07-29,Princess Anne,,,,complete,2,34
4296,20651,,NORDDEUTSCHER LLOYD BREMEN,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD DAMPFER H.H. MEIER,CARD; COL; ILLUS; 5.5 X 8;,,MENU IN GERMAN; ILLUSTRATION OF ARABIAN WOMAN AND TROPICAL SCENE; BACK OF MENU FOR USE AS POSTCARD;,1901-1169,,,1901-05-06,Norddeutscher Lloyd Bremen,,,,complete,2,20
11278,28789,,[Restaurant And/Or Location Not Given.],,,,22x18cm folded; 22x35.5 open,,,1987-0113_wotm,,,1987-01-01,[Restaurant And/Or Location Not Given.],,Dollars,$,complete,3,26
8779,26173,,PENNSYLVANIA RAILROAD,DINNER,COM.,PRESIDENTIAL TRAIN NY TO DC,FOLDER; COL; 5X5.25;,,GOLD EMBOSSED; PRESIDENT HARRISON WRITTEN ON BACK;,1889-045,,,1889-05-01,Pennsylvania Railroad,,,,complete,4,52
11157,28667,,Johnny Johnston's,,,,33x25cm folded; 33x50cm open,,,1959-0028_wotm,,,1959-01-07,Johnny Johnston's,,Dollars,$,complete,4,76
12641,30184,,Hasselbacken,,,,18.5x10.5cm,,Arthur H. Rumpf Menu Collection,1939-0136_wotm,,,1939-06-18,Hasselbacken,,Swedish kronor (SEK/kr),SEK,complete,1,14
7028,23986,,YE OLDE DUTCH TAVERN,DAILY MENU,COMMERCIAL,"23 JOHN STREET, NEW YORK",CARD; 7 X 12;,,PRICED WINE LIST AND MENU;,1907-169,,,1907-01-01,Ye Olde Dutch Tavern,,Dollars,$,complete,2,243
1516,14678,,,,,,,,,,,,1900-05-14,Pacific Mail Steamship Co.,,,,complete,4,16
9286,26739,,The Plaza Hotel,,"HOTEL,RESTAURANT",Oak Bar,Booklet; 6.5 x 9.5 inches,,"Dieter Zander Collection; includes ""The Oak Bar Story,"" a short history of the Oak Bar.",Zander 458 undated,,,,The Plaza Hotel,,Dollars,$,complete,10,127
17054,34877,Turn Verein,Turn Verein,,,,,,Allied Boards of Trade and Taxpayers' Association,1912-0599_wotm,,,1912-09-26,Turn Verein,,,,complete,6,28
890,13658,,ALTA VISTA HOTEL,BREAKFAST,COMMERCIAL,"[COLORADO SPRINGS, CO]",CARD; 4.5 X.6.5;,,NAME OF HOTEL NOTED BY FEB;,1900-3804,,,1900-07-04,Alta Vista Hotel,,,,complete,2,32
3357,19673,,,,,,,,,,,,1901-06-25,Oceanic Steamship Company,,,,complete,2,35
1879,15468,,,,,,,,,,,,1900-11-20,Merchant's Club,,,,complete,8,26
14678,32285,Louis Sherry,Louis Sherry,,,,27x30.5cm,,right hand side of menu is printed in French,1918-0161_wotm,,,1918-01-22,Louis Sherry,,Dollars,$,complete,1,120
14663,32270,The Mouquin Restaurant and Wine Co.,The Mouquin Restaurant and Wine Co.,,,,35.5x19.5cm folded; 35.5x39cm open,,supper,1918-0137_wotm,,,1918-01-24,The Mouquin Restaurant and Wine Co.,,Dollars,$,complete,3,603
7788,24962,,POLAND SPRING HOUSE,DINNER,COMMERCIAL,?,FOLDER;ILL;COL;5.5X7;,SUNDAY,PHOTOGRAPH OF DINNING ROOM ON BACK COVER;,1899-573,,,1899-09-17,Poland Spring House,,,,complete,4,118
16415,34068,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0771_wotm,,,1914-07-24,Waldorf Astoria,,Dollars,$,complete,3,432
13798,31388,,The Commodore Hotel,,,,33x21.5cm,,F.S.D. - dinner,1933-0296_wotm,,,1933-05-27,The Commodore Hotel,,Dollars,$,complete,1,174
559,13171,,CROMWELL STEAMSHIP COMPANY,MENU,COMMERCIAL,,BROADSIDE; ILLUS; COL; 4X9;,,"STEAMSHIP COMPANY FLAG AT TOP OF MENU, DECORATIVE BORDER;",1900-2549,,,1900-03-22,Cromwell Steamship Company,,,,complete,2,19
14946,32553,Hotel Traymore,Hotel Traymore,,,,28x20.5cm folded; 28x41cm open,,,1918-0286_wotm,,,1918-04-06,Hotel Traymore,,Dollars,$,complete,4,254
5340,21896,,GEISER GRAND HOTEL,SUNDAY DINNER,COMMERCIAL,"BAKER CITY, OREGON;",FILDER; ILLUS;COL;5X8;,DAILY,,1905-554,,,1905-07-08,Geiser Grand Hotel,,,,complete,4,49
16094,33743,Aldine Club,Aldine Club,,,,23x16cm folded; 23x32cm open,,The Delta Upsilon Club of New York,1914-0200_wotm,,,1914-02-06,Aldine Club,,,,complete,4,14
10971,28479,,Kranzler,,,,21.5x10.5cm folded; 21.5x30cm open,,,1985-0007_wotm,,,1985-01-01,Kranzler,,Deutsche Marks,DM,complete,3,46
8742,26132,,POLAND SPRING HOUSE,SUNDAY MENU,COM,"SOUTH POLAND, ME",FOLDER; ILL; 5X7,,"TWO COPIES; BUSINESS CARD ATTACHED TO FRONT COVER,COPY 1 IN BLUE, COPY 2 IN BUFF",1891-105,,,1891-10-04,Poland Spring House,,,,complete,4,46
11321,28832,,Howard Johnson's,,,,28x22cm folded; 28x44cm open,,,1987-0065_wotm,,,,Howard Johnson's,,Dollars,$,complete,3,132
402,12967,,OCCIDENTAL & ORIENTAL STEAMSHIP COMPANY,LUNCH,COMMERCIAL,S.S. COPTIC,BROADSIDE; ILLUS; COL; 5.5X8.5;,,STEAMSHIP FLAG AT TOP; HANDWRITTEN IN LAVENDAR INK;,1900-2253,,,1900-03-03,Occidental & Oriental Steamship Company,,,,complete,2,34
2682,16896,,NORTHERN STEAMSHIP COMPANY/GREAT NORTHERN RY LINE.,DINNER,COMMERCIAL,ON BOARD SS NORTH WEST,FOLDER; ILLUS; 7.0X11.0;,,"ILLUS, DRAWING OF STEAMER SET WITHIN FRAME;",1900-3887,,,1900-07-14,Northern Steamship Company/Great Northern Ry Line.,,Dollars,$,complete,4,215
715,13407,,COLUMBIA HOTEL,DINNER,COMMERCIAL,"BELMAR,NJ",BROADSIDE; ENGRAVED EMBLEM; COL; 5.5 X 7.75;,DAILY,,1900-3976,,,1900-08-01,Columbia Hotel,,,,complete,2,35
14045,31637,,R.M.S. Berengaria,,,,23.5x16cm folded; 23.5x32cm open,,The Society of Foreign Consuls,1926-0027_wotm,,,1926-11-22,R.M.S. Berengaria,,,,complete,4,18
16250,33902,Jacob Reiss,Jacob Reiss,,,,36x19cm,,,1914-0603_wotm,,,1914-06-09,Jacob Reiss,,Dollars,$,complete,1,155
6713,23600,,ADMIRAL ROBLEY D. EVANS,DINNER TO CHILIAN OFFICIALS,NAV;,"ON BOARD FLAGSHIP ""CONNECTICUT""",CARD; 3.75X7.25;,COMPLIMENTARY/TESTIMONIAL,WINES LISTED WITH COURSE; MENU IN FRENCH; PL NOTED BY FEB;,1908-112,,,1908-02-02,Admiral Robley D. Evans,,,,complete,2,21
10220,27704,,"Hotel des Trois Rois at La Rotisserie (HOTEL,RESTAURANT)",,,,Booklet; 10 x 15.5 inches,,,Zander 73,,,,"Hotel Des Trois Rois At La Rotisserie (Hotel,Restaurant)",,,,complete,5,72
5040,21492,,MARGUERY,DAILY MENU,,"[PARIS, FRANCE?]",BROADSIDE; ILLUS; COL; 7X10.5;,,FRENCH; DECORATIVE BORDER; DATE INFO SUPPLIED BY FNB;,1897-338,,,1897-12-04,Marguery,,Francs,FF,complete,2,132
11036,28544,,Kirsch's Of York Road,,,,30.5x23.5cm folded; 30.5x47cm open,,,1957-0082_wotm,,,1957-08-31,Kirsch's Of York Road,,Dollars,$,complete,5,112
5233,21768,,VILLE DE LYON,DINNER TO PRESIDENT FALLIERES,GOVT;,"LYONS, [FRANCE]",FOLDER; COL; 4 X 6.5;,COMPLIMENTARY/TESTIMONIAL,WINES LISTED; MENU IN FRENCH; BUFF STOCK; CREST;,1907-522,,,1907-05-18,Ville De Lyon,,,,complete,4,15
4287,20642,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,SS FURST BISMARCK,CARD;ILLUS;COL;5X8;,DAILY;,SHIP AT SEA;WOMAN HOLDING SHIELD AMONG FOOD AND IMPLEMENTS;CITYSCAPE IN BACKGROUND;MENU IN GERMAN;,1901-1877,,,1901-07-06,Hamburg Amerika Linie,,,,complete,2,26
1375,14377,,RED STAR LINE - ANTWERPEN -NEW YORK,BREAKFAST,COM,EN ROUTE S.S.ZEELAND,BROADSIDE; ILLUS; COL; 5.5 X 8;,,,1901-2609,,,1901-11-01,Red Star Line   Antwerpen  New York,,,,complete,2,22
14174,31769,,Hotel Astor,,,,18x12.5cm folded; 18x24.5cm open,,Japan Society,1920-0120_wotm,,,1920-12-15,Hotel Astor,,,,complete,6,16
6024,22748,,HOLLAND SOCIETY,DINNER,PATR;,"HOTEL BRUNSWICK, NY",CARD; ILLUS; COL; 5.75X9.5;,[SOC?],RED WHITE AND BLUE FLAG; WINES; LIQUERS; CIGARS;,1889-003,,,1889-01-08,Holland Society,,,,complete,2,47
2704,16929,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,"SCHNELLDAMPFER ""AUGUSTE VICTORIA""",BROADSIDE; ILLUS; COL; 5X8;,,GERMAN & ENGLISH; MARITIME SCENES AT TOP OF MENU;,1900-1118,,,1900-02-16,Hamburg Amerika Linie,,,,complete,2,22
2232,15980,,,,,,,,,,,,1901-09-30,London Welsh Lodge,,,,complete,24,25
7313,24341,,VERMONT AND NEW HAMPSHIRE INDEPENDENT TELEPHONE ASSOCIATION,BANQUET,COMMERCIAL,"PEMIGEWASSET HOUSE, PLYMOUTH, NH",FOLDER; ILLUS; COL; 4.75X7;,ANNIVERSARY;,INCLUDES PHOTOGRAPH OF PAUL LATZKE; ASSOCIATION SEAL ON COVER; HOTEL SEAL ON FRONT COVER AND HOTEL PHOTOGRAPH ON BACK COVER;,1908-041,,,1908-01-14,Vermont And New Hampshire Independent Telephone Association,,,,complete,4,19
16785,34472,American Houe,American Houe,,,,23x14.5cm folded; 23x29cm open,,Hiram Lodge,1913-0095_wotm,,,1913-01-24,American Houe,,,,complete,5,17
1573,14772,,,,,,,,,,,,1900-04-26,Central Restaurant & Roof Garden,,,,complete,2,11
11202,28713,,Hotel Algonquin,,,,30.5x23cm folded; 30.5x46cm open,,,1959-0074_wotm,,,1959-08-13,Hotel Algonquin,,Dollars,$,complete,2,196
10984,28492,,[Restaurant And/Or Location Not Given.],,,,21.5x14cm folded; 21.5x28cm open,,,1957-0030_wotm,,,1957-04-05,[Restaurant And/Or Location Not Given.],,Dollars,$,complete,3,52
12811,30356,,The Ice Terrace,,,,28.5x22.5cm folded; 28.5x45cm open,,,1940-0020_wotm,,,1940-10-09,The Ice Terrace,,Dollars,$,complete,3,192
730,13426,,PENNSYLVANIA RAILROAD DINING CARS,BREAKFAST,COMMERCIAL,,CARD; 4.75X6.5;,,,1900-3316,,,1900-05-18,Pennsylvania Railroad Dining Cars,,,,under review,2,40
2660,16839,,WESTMINSTER HOTEL,LUNCHEON,COMMERCIAL,,CARD; 4X6.75;,,NO LOCATION INDICATED FOR THIS HOTEL;,1901-1411,,,1901-05-24,Westminster Hotel,,,,complete,2,53
10632,28135,,S.S. Prince George,,,,20x13cm folded; 20x26cm open,,,1967-0039_wotm,,,1967-08-11,S.S. Prince George,,,,complete,4,36
10711,28215,,S.S. Hanseatic,,,,29.5x21cm folded; 29.5x42cm open,,,1965-0027_wotm,,,1965-03-15,S.S. Hanseatic,,,,complete,4,87
3050,18086,,,,,,,,,,,,1900-01-01,Southern Railway   Dining Car Service,,,,complete,2,39
2002,15611,,,,,,,,,,,,1900-07-04,Hotel Colorado,,,,complete,4,40
11355,28867,,Hanse Stube,,,,32x21.5cm ,,,1962-0083_wotm,,,1962-12-02,Hanse Stube,,Deutsche Marks,DM,complete,1,125
3821,20166,,TOYO KISEN KAISHA,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD SS HONG KONG MARU,BROADSHEET; ILLUS; 6.5 X 7.75;,,"B&W PHOTOGRAPHS OF VARIOUS POINTS OF INTEREST IN AMERICA, HAWAII, CHINA;JAPAN;",1900-4302,,,1900-09-06,Toyo Kisen Kaisha,,,,complete,2,23
16546,34208,Hotel Champlain,Hotel Champlain,,,,23.5x14.5cm folded; 23.5x29cm open,,Plattsburg Centenary Celebration,1914-0910_wotm,,,1914-09-11,Hotel Champlain,,,,complete,17,19
1361,14355,,FOREIGN COMMISSIONERS,DINNER TO THE PRESIDENT AND BOARD OF DIRECTORS OF THE PAN AMERICAN EXPOSITION,COMMERCIAL,"ELLICOTT CLUB,BUFFALO,NY",BOOKLET;ILLUS;COL;5X9;,COMPLIMENTARY/TESTIMONIAL,RIBBON AT LEFT;MENU IN FRENCH;WINES;OUTLINE OF WESTERN HEMISPHERE IN CIRCLE;MUSICAL PROGRAM;,1901-1798,,,1901-06-29,Foreign Commissioners,,,,complete,8,28
12856,30402,,Hotel Astor,,,,26.5x21cm folded; 26.5x42cm open,,,1940-0066_wotm,,,1940-05-01,Hotel Astor,,,,complete,4,14
5904,22594,,WINDSOR,THANKSGIVING DAY DINNER,COMMERCIAL,NY,BROADSIDE; ILLUS; COL; 6.5 X 8.5;,SECULAR HOLIDAY. HOLIDAY,,1896-221,,,1896-11-26,Windsor,,,,complete,2,37
16470,34131,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0833_wotm,,,1914-08-21,Waldorf Astoria,,Dollars,$,complete,1,141
15461,33077,Hotel Manhattan,Hotel Manhattan,,,,28x18cm folded; 28x36cm open,,,1917-0570_wotm,,,1917-11-19,Hotel Manhattan,,Dollars,$,complete,4,172
15536,33155,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1917-0905_wotm,,,1917-12-11,The Biltmore,,Dollars,$,complete,4,158
14884,32491,Pennsylvania Railroad,Pennsylvania Railroad,,,,20x13cm,,Restaurant Car Service,1918-0097_wotm,,,1918-01-18,Pennsylvania Railroad,,Dollars,$,complete,1,37
3069,18202,,,,,,,,,,,,1900-05-01,Southern Railway,,,,complete,2,35
11446,28960,,"Paquebot \France\""""",,,,26x20.5cm folded; 26x41cm open,,English is secondary language,1963-0042_wotm,,,1963-07-22,"Paquebot \France\""""",,,,complete,2,86
16303,33956,Crystal Palace,Crystal Palace,,,,28x18cm ,,,1914-0657_wotm,,,1914-07-01,Crystal Palace,,Dollars,$,complete,1,72
9455,26912,,Hotel Bel-Air,,"HOTEL,RESTAURANT",Le Cap,Folder; 9.25 x 14.5 inches; blue cord,,Dieter Zander Collection.,Zander 561 undated,,,,Hotel Bel Air,,Francs,FF,complete,4,48
14588,32193,"S.S. ""Frederik VIII""","S.S. ""Frederik VIII""",,,,18x11cm folded; 18x22cm open,,menu also printed in Swedish,1916-0108_wotm,,,1916-07-28,"S.S. ""Frederik VIII""",,,,complete,4,62
16447,34102,The Biltmore,The Biltmore,,,,25.5x18cm folded; 25.5x36cm open,,,1914-0804_wotm,,,1914-08-13,The Biltmore,,,,complete,11,14
6560,23401,,NORDDEUTSCHER LLOYD BREMEN,DINNER,COMMERCIAL,STEAMSHIP KAISER WILHELM DER GROSSE,FOLDER;ILL;COL;5.5X8;,DAILY;,SEPARATE LISTING IN ENGLISH AND GERMAN;MUSICAL PROGRAM,1899-711,,,1899-11-14,Norddeutscher Lloyd Bremen,,,,complete,4,24
7857,25050,,COM. OF MEXICO - RAILROAD TARIFF,DINNER,POL;,"CHAPULTEPEC,MEXICO",BROADSIDE;3.5X7;,?,MENU IN FRENCH; WINES LISTED;,1907-975,,,1907-11-16,Com. Of Mexico   Railroad Tariff,,,,complete,2,19
648,13289,,NORDDEUTSCHER LLOYD BREMEN - S.S.BARBAROSSA,BREAKFAST,COMMERCIAL,EN ROUTE,BROADSIDE; ILLUS; COL; 5.5 X 8.25;,,MENU IN GERMAN & ENGLISH;,1900-4333,,,1900-09-10,Norddeutscher Lloyd Bremen   S.S.Barbarossa,,,,complete,2,71
5473,22062,,HOTEL ALGAZAR,DINNER,COMMERCIAL,"ST.AUGUSTINE,FL",CARD;ILLUS;COL;5X9;,DAILY;,HOTEL EMBLEM;,1901-319,,,1901-02-09,Hotel Alcazar,,,,complete,2,44
7734,24889,,TAMPA BAY HOTEL,DINNER,COMMERCIAL,"TAMPA, FL",FOLDER; ILLUS; COL; 4.5X7.25;,,HOTEL SEAL ON COVER;,1901-438,,,1901-02-21,Tampa Bay Hotel,,,,complete,4,51
5756,22407,,ST. GEORGE'S SOCIETY OF NEW YORK,ONE HUNDRED AND TWENTIETH ANNIVERSARY,SOC;,"WALDORF-ASTORIA, NEW YORK",BOOKLET; ILLUS; 6.5 X 9;,ANNIVERSARY;,DECORATIVE CREST; PATRIOTIC SONG LYRICS; SPEECHES;,1906-402,,,1906-04-23,St. George's Society Of New York,,,,complete,8,21
16929,34740,Waldorf-Astoria,Waldorf-Astoria,,,,,,The Camp-fire Club of America,1912-0680_wotm,,,1912-11-03,Waldorf-Astoria,,Dollars,$,complete,1,132
11821,29341,,Windows On The Green,,,,30.5x23cm folded; 30.5x46cm open,,,1995-0010_wotm,,,1995-01-01,Windows On The Green,,Dollars,$,complete,5,67
8004,25232,,CLEGG HOTEL,NEW YEAR'S DAY DINNER,COMMERCIAL,"GREENSBORO, NC",FOLDER; ILLUS; 5.5 X 7;,SECULAR HOLIDAY;,COCKTAILS; ILLUSTRATION OF OLD AND NEW YEAR;,1906-008,,,1906-01-01,Clegg Hotel,,,,complete,4,37
207,12718,,GRUNEWALD HOTEL,DINNER,COMMERCIAL,"NEW ORLEANS, LA",BROADSHEET; ILLUS; 5.25X8.25;,,TABLE D'HOTE MENU INCLUDES PINT FRENCH CLARET; ILLUSTRATION OF COAT OF ARMS AND TABLE LADEN WITH FRUIT AND WINES; MUSICAL PROGRAM INCLUDED;,1900-4861,,,1900-11-03,Grunewald Hotel,,,,complete,2,21
9605,27075,,Southern Pacific,breakfast,RAILROAD,Southern Pacific,8 x 5 1/2 in. fold. ; ill.,,"Manager : Harry A. Butler. Includes ""Club Breakfast Suggestions.""",Soete 26,,,1937-02-01,Southern Pacific,,Dollars,$,complete,3,88
8329,25629,,THEATRICAL PROTECTIVE UNION,20TH ANNUAL BANQUET,PROF;,"GRAND CENTRAL PALACE, NYC;",BOOKLET; ILLUS;COL;5.25X10.5;,ANNIVERSARYERSARY,"OFFICERS,COMMITTEE MEMBERS & GUESTS ALL LISTED;",1906-429,,,1906-04-29,Theatrical Protective Union,,,,complete,4,14
12169,29692,,The Terrace Room,,,,28.5x23cm folded; 28.5x44.5cm open,,,1944-0012_wotm,,,1944-02-15,The Terrace Room,,Dollars,$,complete,3,167
4845,21230,,RADNOR HUNT,DINNER,SOC;,"[PHILADELPHIA, PA]",BROADSIDE; ILLUS; COL; 4X6;,OTHER (HUNT);,INCLUDES WINES; RED FOX AT TOP OF MENU;,1898-055,,,1898-01-21,Radnor Hunt,,,,complete,2,14
11905,29426,,S.S. Liberty,,,,34x27cm folded; 34x54.5 cm open,,,1953-0033_wotm,,,1953-08-25,S.S. Liberty,,,,complete,3,10
11280,28791,,An American Place,,,,28x22cm folded; 28x43cm open,,,1987-0026_wotm,,,1987-01-01,An American Place,,Dollars,$,complete,2,19
10055,27538,,Norddeutscher Lloyd Bremen,Lunch ˆ La Carte,,,,,,1910-971,,,1910-03-19,Norddeutscher Lloyd Bremen,,,,complete,1,135
17483,35455,Waldorf Astoria,Waldorf Astoria,,,,,,1 image; digitize c.1,1913-0686_wotm,,,1913-08-30,Waldorf Astoria,,Dollars,$,complete,1,150
9488,26945,,Wilder Mann Ruckersdorf,,"HOTEL,RESTAURANT",Wilder Mann Ruckersdorf,Tri-fold; 6.25 x 12.5 inches,,Dieter Zander Collection.,Zander 325 undated,,,2012-12-04,Wilder Mann Ruckersdorf,,Deutsche Marks,DM,complete,6,186
5674,22307,,SOUTHERN PACIFIC COMPANY,Wine List for Composite Car Service,,"Southern Pacific Company, SUNSET OGDEN & SHASTA ROUTES",CARD; ILLUS;COL; 4.5 X 7,,Composite Car Service; the year 1900 is handwritten on both copies,"1900-4852 Copy 1, Copy 2",,,1900-01-01,Southern Pacific Company,,Dollars,$,complete,2,36
9383,26836,,Muhlenkamper Fahrhaus,,RESTAURANT,Muhlenkamper Fahrhaus,Folder; 9.25 x 12.75 inches,,Dieter Zander Collection; includes a paper insert with additional menu items.,Zander 285,,,1967-08-05,Muhlenkamper Fahrhaus,,Deutsche Marks,DM,complete,5,193
1559,14752,,,,,,,,,,,,1900-04-04,Grand Hotel,,,,complete,2,11
11477,28991,,United,,,,9.5x14cm folded; 9.5x28cm open,,,1963-0071_wotm,,,1963-12-04,United,,,,complete,4,8
450,13024,,SOUTHERN RAILWAY; WASHINGTON AND SOUTHWESTERN LIMITED;,DINNER;,COMMERCIAL,DINING CAR;,CARD; 5.5X6.5;,,"DATE: MAY, 1900 HAND-WRITTEN [FEB?];",1900-3114,,,1900-05-01,Southern Railway; Washington And Southwestern Limited;,,,,complete,2,28
11145,28655,,"Paquebot \Liberté\""""",,,,34x23.5cm,,,1959-0016_wotm,,,1959-03-16,"Paquebot \Liberté\""""",,,,complete,2,76
2090,15710,,,,,,,,,,,,1900-11-29,Baltimore & Ohio R.R.,,Dollars,$,complete,16,57
4244,20599,,ORIENTAL HOTEL,DINNER,COMMERCIAL,"MANHATTAN BEACH, NY",CARD; 5 X 8.5;,,NOTE ABOUT PURITY OF WATER; PINK LOGO;,1900-4318,,,1900-09-07,Oriental Hotel,,,,complete,2,49
10013,27496,,Norddeutscher Lloyd Bremen,Lunch,,,,,,1910-769,,,1910-03-12,Norddeutscher Lloyd Bremen,,,,complete,4,14
12211,29740,,"Stix, Baer & Fuller   Exhibition Hall",,,,27x23cm folded; 27x46cm open,,,1944-0063_wotm,,,1944-11-11,"Stix, Baer & Fuller   Exhibition Hall",,,,complete,9,8
13411,30977,,Motorliner Kungsholm,,,,24x16.5cm folded; 24x33cm open,,Menu also contains English text,1938-0124_wotm,,,1938-09-05,Motorliner Kungsholm,,,,complete,2,131
9572,27042,,Union Pacific Railroad,lunch,RAILROAD,,9 1/2 x 7 in. fold. ; ill.,,"Photographic illustration : Bryce Canyon from the Rim, Bryce Canyon National Park, Utah. Event : St. Mary's College Football Team Special Train. Advertisement : Bryce Canyon National Park.",Soete 133,,,1940-10-31,Union Pacific Railroad,,,,complete,3,17
2611,16771,,NIPPON YUSEN KAISHA,TIFFIN,COMMERCIAL,SS KASUGA,BROADSHEET;5.25X7.75;,DAILY;,,1900-4263,,,1900-09-01,Nippon Yusen Kaisha,,,,complete,2,15
7807,24986,,HAMBURG AMERIKA LINIE,DINNER,COMMERCIAL,POSTDAMFER GRAF WALDERSEE,BROADSHEET; 6.75X9.0; ILLUS; COLOR;,,"ILLUS, UPPER/STEAMSHIP; LOWER/FORT LEE AM HUDSON IN BACKGROUND; SAILING SHIPS IN FOREGROUND; CONCERT PROGRAMM LISTED;",1900-746,,,1900-02-04,Hamburg Amerika Linie,,,,complete,2,20
12850,30396,,The White Turkey Town House,,,,29.5x20cm folded; 29.5x40cm open,,,1940-0060_wotm,,,1940-04-25,The White Turkey Town House,,Dollars,$,complete,5,115
3453,19792,,NORDDEUTSCHER LLOYD BREMEN,MITTAGESSEN - DINNER,COMMERCIAL,"DAMPFER ""BARBAROSSA""",FOLDER; ILLUS; COL; 5.25X7.5;,,"GERMAN & ENGLISH; ILLUSTRATION OF STEAMSHIPS, SAILBOATS, TANKERS IN BUSY HARBOR; CONCERT PROGRAMM ON BACK COVER;",1901-1129,,,1901-05-03,Norddeutscher Lloyd Bremen,,,,complete,4,26
15887,33522,The Homestead,The Homestead,,,,,,,1915-0261,,,1915-01-01,The Homestead,,,,complete,1,64
4022,20372,,OCEANIC STEAMSHIP CO.,DINNER,COMMERCIAL,EN ROUTE ABOARD S.S.ZEALANDIA,FOLDER; ILLUS; COL; 5 X 7.5;,,"HANDWRITTEN, PICTURE OF SAILING SHIP CAPTIONED AUSTRALIA, AND GOLDEN GATE;",1901-2122,,,1901-08-06,Oceanic Steamship Co.,,,,complete,4,39
13942,31532,,Grand Hôtel D'europe,,,,16x10cm,,,1928-0021_wotm,,,1928-09-03,Grand Hôtel D'europe,,,,complete,1,6
1676,15006,,,,,,,,,,,,1900-02-23,Cunard Line,,,,complete,2,100
